Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,1-VJ-1-AL           ,4.27,0.02,23.06,0.53,436.0,540.05,12.41
Alagoas,1-VJ-1-AL           ,2.34,1.36,11.45,0.27,436.0,489.32,11.54
Alagoas,1-VJ-1-AL           ,1.39,0.48,3.78,0.33,435.0,271.94,23.74
Alagoas,1-VJ-1-AL           ,1.05,0.07,1.35,0.44,436.0,128.57,41.9
Alagoas,1-VJ-1-AL           ,4.35,0.17,22.1,0.6,439.0,508.05,13.79
Alagoas,1-VJ-1-AL           ,4.19,0.4,13.54,0.72,434.0,323.15,17.18
Alagoas,1-VJ-1-AL           ,3.2,1.96,13.66,0.4,434.0,426.87,12.5
Alagoas,1-VJ-1-AL           ,2.48,1.38,9.91,0.38,436.0,399.6,15.32
Alagoas,1-VJ-1-AL           ,2.51,1.65,8.12,0.4,434.0,323.51,15.94
Alagoas,1-VJ-1-AL           ,2.37,1.43,9.72,0.37,435.0,410.13,15.61
Alagoas,1-VJ-1-AL           ,1.84,1.0,5.66,0.33,436.0,307.61,17.93
Alagoas,1-VJ-1-AL           ,2.38,1.32,9.12,0.35,436.0,383.19,14.71
Alagoas,1-VJ-1-AL           ,2.82,0.13,5.51,0.5,437.0,195.39,17.73
Alagoas,1-VJ-1-AL           ,1.92,1.12,6.4,0.3,436.0,333.33,15.63
Alagoas,1-VJ-1-AL           ,3.04,1.33,9.35,0.4,437.0,307.57,13.16
Alagoas,1-VJ-1-AL           ,2.36,0.88,8.9,0.28,439.0,377.12,11.86
Alagoas,1-VJ-1-AL           ,2.36,0.88,8.9,0.28,439.0,377.12,11.86
Alagoas,1-VJ-1-AL           ,2.23,0.59,5.44,0.4,436.0,243.95,17.94
Alagoas,1-VJ-1-AL           ,1.28,0.25,3.16,0.3,435.0,246.88,23.44
Alagoas,1-VJ-1-AL           ,1.31,0.38,2.19,0.37,436.0,167.18,28.24
Alagoas,1-VJ-1-AL           ,1.54,0.72,5.06,1.77,434.0,328.57,114.94
Alagoas,1-VJ-1-AL           ,1.37,0.5,3.99,1.11,437.0,291.24,81.02
Alagoas,1-VJ-1-AL           ,1.29,0.89,3.34,0.39,434.0,258.91,30.23
Alagoas,1-VJ-1-AL           ,0.93,0.4,2.18,0.37,436.0,234.41,39.78
Alagoas,1-VJ-1-AL           ,2.01,0.52,8.3,0.49,435.0,412.94,24.38
Alagoas,1-VJ-1-AL           ,0.94,0.01,1.26,0.22,432.0,134.04,23.4
Alagoas,1-VJ-1-AL           ,1.2,0.23,2.29,0.26,436.0,190.83,21.67
Alagoas,1-VJ-1-AL           ,0.95,0.06,1.05,0.24,437.0,110.53,25.26
Alagoas,1-VJ-1-AL           ,1.31,0.47,4.11,0.31,437.0,313.74,23.66
Alagoas,1-VJ-1-AL           ,0.15,,,,436.0,,
Alagoas,1-VJ-2-AL           ,2.43,0.82,13.68,0.53,432.0,562.96,21.81
Alagoas,1-VJ-2-AL           ,0.26,,,,,,
Alagoas,1-VJ-2-AL           ,7.09,0.79,60.36,0.53,432.0,851.34,7.48
Alagoas,1-VJ-2-AL           ,3.68,0.38,16.92,0.45,433.0,459.78,12.23
Alagoas,1-VJ-2-AL           ,0.9,,1.34,0.26,438.0,148.89,28.89
Alagoas,1-VJ-2-AL           ,1.17,,2.19,0.33,437.0,187.18,28.21
Alagoas,1-VJ-2-AL           ,6.46,1.28,57.82,0.67,436.0,895.05,10.37
Alagoas,1-VJ-2-AL           ,2.49,1.01,13.22,0.35,438.0,530.92,14.06
Alagoas,1-VJ-2-AL           ,3.1,1.21,19.49,0.37,434.0,628.71,11.94
Alagoas,1-VJ-2-AL           ,0.79,,,,,,
Alagoas,1-VJ-2-AL           ,2.8,0.82,17.6,0.48,440.0,628.57,17.14
Alagoas,1-VJ-2-AL           ,0.8,,,,,,
Alagoas,1-VJ-2-AL           ,4.49,0.57,32.05,0.37,440.0,713.81,8.24
Alagoas,1-VJ-2-AL           ,1.49,0.06,3.64,0.37,440.0,244.3,24.83
Alagoas,1-VJ-2-AL           ,1.43,0.08,3.9,0.54,436.0,272.73,37.76
Alagoas,1-VJ-2-AL           ,0.52,,,,,,
Alagoas,1-VJ-2-AL           ,1.42,0.05,3.9,0.31,437.0,274.65,21.83
Alagoas,1-VJ-2-AL           ,3.08,0.38,10.55,0.43,439.0,342.53,13.96
Alagoas,1-VJ-2-AL           ,2.25,0.34,4.32,0.33,436.0,192.0,14.67
Alagoas,1-VJ-2-AL           ,3.22,0.39,18.8,0.49,438.0,583.85,15.22
Alagoas,1-VJ-2-AL           ,0.7,,,,,,
Alagoas,1-VJ-2-AL           ,0.99,0.05,0.21,0.24,448.0,21.21,24.24
Alagoas,1-VJ-2-AL           ,0.67,,,,,,
Alagoas,1-VJ-2-AL           ,1.78,1.1,1.64,0.59,437.0,92.13,33.15
Alagoas,1-VJ-2-AL           ,1.57,0.76,1.74,0.42,434.0,110.83,26.75
Alagoas,1-VJ-2-AL           ,1.92,1.65,1.13,0.43,444.0,58.85,22.4
Alagoas,1-VJ-2-AL           ,1.1,0.16,0.27,0.52,442.0,24.55,47.27
Alagoas,1-VJ-2-AL           ,1.26,0.11,0.65,0.32,437.0,51.59,25.4
Alagoas,1-VJ-2-AL           ,1.16,0.36,0.12,0.36,,10.34,31.03
Alagoas,1-VJ-2-AL           ,2.03,1.22,0.87,0.42,341.0,42.86,20.69
Alagoas,1-VJ-2-AL           ,1.5,0.6,0.89,0.42,351.0,59.33,28.0
Alagoas,1-VJ-2-AL           ,1.87,0.96,1.3,0.52,349.0,69.52,27.81
Alagoas,1-VJ-2-AL           ,1.56,0.46,1.09,0.5,407.0,69.87,32.05
Alagoas,1-VJ-2-AL           ,1.7,1.16,1.23,0.53,340.0,72.35,31.18
Alagoas,1-VJ-2-AL           ,1.76,1.59,0.54,0.43,333.0,30.68,24.43
Alagoas,1-VJ-2-AL           ,1.27,0.67,0.08,0.36,,6.3,28.35
Alagoas,1-VJ-2-AL           ,1.27,0.22,0.33,0.4,340.0,25.98,31.5
Alagoas,1-VJ-2-AL           ,1.58,0.5,0.75,0.48,343.0,47.47,30.38
Alagoas,1-VJ-2-AL           ,0.9,0.03,,0.29,,,32.22
Alagoas,1-VJ-2-AL           ,1.41,0.12,0.1,0.33,,7.09,23.4
Alagoas,1-VJ-2-AL           ,1.42,0.27,0.01,0.28,,0.7,19.72
Alagoas,1-VJ-2-AL           ,1.24,0.17,,0.25,,,20.16
Alagoas,1-VJ-2-AL           ,1.72,0.45,0.11,0.4,,6.4,23.26
Alagoas,1-VJ-2-AL           ,0.62,,,,,,
Alagoas,1-VJ-2-AL           ,0.58,,,,,,
Alagoas,1-VJ-2-AL           ,0.44,,,,,,
Alagoas,1-VJ-2-AL           ,0.52,,,,,,
Alagoas,1-VJ-2-AL           ,0.7,,,,,,
Alagoas,1-VJ-2-AL           ,0.82,,,,,,
Alagoas,1-VJ-2-AL           ,0.82,,,,,,
Alagoas,1-VJ-2-AL           ,0.8,,,,,,
Alagoas,1-VJ-2-AL           ,0.5,,,,,,
Alagoas,1-VJ-2-AL           ,0.48,,,,,,
Alagoas,1-VJ-2-AL           ,0.64,,,,,,
Alagoas,1-VJ-2-AL           ,0.76,,,,,,
Alagoas,1-VJ-2-AL           ,0.84,,,,,,
Alagoas,1-VJ-2-AL           ,1.01,,,0.26,,,25.74
Alagoas,1-VJ-2-AL           ,1.05,,0.22,0.32,431.0,20.95,30.48
Alagoas,1-VJ-2-AL           ,0.59,,,,,,
Alagoas,1-VJ-2-AL           ,0.69,,,,,,
Alagoas,1-VJ-2-AL           ,0.56,,,,,,
Alagoas,1-VJ-2-AL           ,0.54,,,,,,
Alagoas,1-VJ-2-AL           ,0.56,,,,,,
Alagoas,1-VJ-2-AL           ,0.96,,,0.12,,,12.5
Alagoas,1-VJ-2-AL           ,1.01,,,0.05,,,4.95
Alagoas,1-VJ-2-AL           ,0.93,,,0.08,,,8.6
Alagoas,1-VJ-2-AL           ,0.81,,,,,,
Alagoas,1-VJ-2-AL           ,0.23,,,,,,
Alagoas,1-VJ-2-AL           ,1.0,,,0.13,,,13.0
Alagoas,1-VJ-2-AL           ,0.78,,,,,,
Alagoas,1-VJ-2-AL           ,0.76,,,,,,
Alagoas,1-VJ-2-AL           ,1.08,,0.39,0.24,437.0,36.11,22.22
Alagoas,1-VJ-2-AL           ,1.0,,0.1,0.18,436.0,10.0,18.0
Alagoas,1-VJ-2-AL           ,0.84,,,,,,
Alagoas,1-VJ-2-AL           ,0.54,,,,,,
Alagoas,1-VJ-2-AL           ,0.14,,,,,,
Alagoas,1-FU-1-AL           ,0.01,,,,,,
Alagoas,1-FU-1-AL           ,0.01,,,,,,
Alagoas,1-FU-1-AL           ,0.03,,,,,,
Alagoas,1-FU-1-AL           ,0.1,,,,,,
Alagoas,1-FU-1-AL           ,0.33,,,,,,
Alagoas,1-FU-1-AL           ,0.05,,,,,,
Alagoas,1-FU-1-AL           ,0.41,,,,,,
Alagoas,1-FU-1-AL           ,0.37,,,,,,
Alagoas,1-FU-1-AL           ,0.25,,,,,,
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.34,,,,,,
Alagoas,1-FU-1-AL           ,0.87,1.35,3.32,0.53,435.0,381.61,60.92
Alagoas,1-FU-1-AL           ,0.88,0.17,2.14,0.54,442.0,243.18,61.36
Alagoas,1-FU-1-AL           ,0.68,0.53,0.79,0.49,440.0,116.18,72.06
Alagoas,1-FU-1-AL           ,0.07,,,,,,
Alagoas,1-FU-1-AL           ,0.21,,,,,,
Alagoas,1-FU-1-AL           ,1.65,0.19,5.42,0.52,427.0,328.48,31.52
Alagoas,1-FU-1-AL           ,0.88,0.07,0.73,0.4,427.0,82.95,45.45
Alagoas,1-FU-1-AL           ,0.05,,,,,,
Alagoas,1-FU-1-AL           ,0.06,,,,,,
Alagoas,1-FU-1-AL           ,0.98,0.07,1.11,0.48,427.0,113.27,48.98
Alagoas,1-FU-1-AL           ,0.09,,,,,,
Alagoas,1-FU-1-AL           ,2.22,0.14,2.67,0.69,433.0,120.27,31.08
Alagoas,1-FU-1-AL           ,0.07,,,,,,
Alagoas,1-FU-1-AL           ,0.08,,,,,,
Alagoas,1-FU-1-AL           ,0.24,,,,,,
Alagoas,1-FU-1-AL           ,0.63,,,,,,
Alagoas,1-FU-1-AL           ,0.23,,,,,,
Alagoas,1-FU-1-AL           ,0.26,,,,,,
Alagoas,1-FU-1-AL           ,0.17,,,,,,
Alagoas,1-FU-1-AL           ,0.31,,,,,,
Alagoas,1-FU-1-AL           ,0.28,,,,,,
Alagoas,1-FU-1-AL           ,0.2,,,,,,
Alagoas,1-FU-1-AL           ,0.4,,,,,,
Alagoas,1-FU-1-AL           ,0.22,,,,,,
Alagoas,1-FU-1-AL           ,0.24,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.31,,,,,,
Alagoas,1-FU-1-AL           ,0.47,,,,,,
Alagoas,1-FU-1-AL           ,0.5,0.01,0.39,0.28,434.0,78.0,56.0
Alagoas,1-FU-1-AL           ,0.57,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.44,,,,,,
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.33,,,,,,
Alagoas,1-FU-1-AL           ,0.4,,,,,,
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.72,0.02,0.82,0.32,428.0,113.89,44.44
Alagoas,1-FU-1-AL           ,0.34,,,,,,
Alagoas,1-FU-1-AL           ,0.37,,,,,,
Alagoas,1-FU-1-AL           ,0.28,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.32,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.65,,,,,,
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.7,0.42,0.75,0.41,432.0,107.14,58.57
Alagoas,1-FU-1-AL           ,0.69,,,,,,
Alagoas,1-FU-1-AL           ,1.25,0.06,4.65,0.46,436.0,372.0,36.8
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.63,,,,,,
Alagoas,1-FU-1-AL           ,0.5,,,,,,
Alagoas,1-FU-1-AL           ,0.56,0.04,0.41,0.52,434.0,73.21,92.86
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.69,,,,,,
Alagoas,1-FU-1-AL           ,0.74,0.75,0.99,0.92,433.0,133.78,124.32
Alagoas,1-FU-1-AL           ,0.51,0.03,0.44,0.39,433.0,86.27,76.47
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.62,,,,,,
Alagoas,1-FU-1-AL           ,0.65,0.02,0.57,0.39,437.0,87.69,60.0
Alagoas,1-FU-1-AL           ,0.73,0.07,1.25,0.42,437.0,171.23,57.53
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.76,0.29,1.04,0.48,439.0,136.84,63.16
Alagoas,1-FU-1-AL           ,0.71,0.03,0.99,0.46,436.0,139.44,64.79
Alagoas,1-FU-1-AL           ,0.8,0.04,1.43,0.41,433.0,178.75,51.25
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.83,0.13,0.96,0.45,441.0,115.66,54.22
Alagoas,1-FU-1-AL           ,11.46,1.13,63.67,1.94,444.0,555.58,16.93
Alagoas,1-FU-1-AL           ,4.9,0.66,31.48,0.89,436.0,642.45,18.16
Alagoas,1-FU-1-AL           ,0.89,0.05,1.23,0.54,439.0,138.2,60.67
Alagoas,1-FU-1-AL           ,0.93,0.28,1.3,0.56,441.0,139.78,60.22
Alagoas,1-FU-1-AL           ,0.76,0.32,0.88,0.67,440.0,115.79,88.16
Alagoas,1-FU-1-AL           ,0.71,0.31,0.65,0.64,441.0,91.55,90.14
Alagoas,1-FU-1-AL           ,0.67,,,,,,
Alagoas,1-FU-1-AL           ,0.53,0.02,0.44,0.36,438.0,83.02,67.92
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.44,,,,,,
Alagoas,1-FU-1-AL           ,0.74,0.04,0.9,0.42,439.0,121.62,56.76
Alagoas,1-FU-1-AL           ,0.86,0.06,1.55,0.39,435.0,180.23,45.35
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,4.75,0.54,29.2,0.87,433.0,614.74,18.32
Alagoas,1-FU-1-AL           ,0.52,0.04,0.49,0.43,438.0,94.23,82.69
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.31,,,,,,
Alagoas,1-FU-1-AL           ,0.56,0.06,1.22,0.41,440.0,217.86,73.21
Alagoas,1-FU-1-AL           ,0.66,0.05,0.62,0.43,441.0,93.94,65.15
Alagoas,1-FU-1-AL           ,0.59,0.04,0.88,0.45,440.0,149.15,76.27
Alagoas,1-FU-1-AL           ,0.73,,,,,,
Alagoas,1-FU-1-AL           ,0.61,0.02,0.52,0.57,441.0,85.25,93.44
Alagoas,1-FU-1-AL           ,0.63,,,,,,
Alagoas,1-FU-1-AL           ,0.67,0.04,0.58,0.36,443.0,86.57,53.73
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.67,,,,,,
Alagoas,1-FU-1-AL           ,0.58,0.03,0.43,0.33,437.0,74.14,56.9
Alagoas,1-FU-1-AL           ,0.56,,,,,,
Alagoas,1-FU-1-AL           ,0.7,0.02,0.97,0.32,432.0,138.57,45.71
Alagoas,1-FU-1-AL           ,0.62,,,,,,
Alagoas,1-FU-1-AL           ,0.6,,,,,,
Alagoas,1-FU-1-AL           ,0.39,,,,,,
Alagoas,1-FU-1-AL           ,0.71,,,,,,
Alagoas,1-FU-1-AL           ,0.68,0.02,0.9,0.35,439.0,132.35,51.47
Alagoas,1-FU-1-AL           ,0.68,0.02,1.15,0.29,440.0,169.12,42.65
Alagoas,1-FU-1-AL           ,0.6,,,,,,
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.5,,,,,,
Alagoas,1-FU-1-AL           ,0.5,,,,,,
Alagoas,1-FU-1-AL           ,0.6,0.06,0.89,0.32,442.0,148.33,53.33
Alagoas,1-FU-1-AL           ,0.62,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.23,,,,,,
Alagoas,1-FU-1-AL           ,0.52,,,,,,
Alagoas,1-FU-1-AL           ,0.75,,,,,,
Alagoas,1-FU-1-AL           ,0.54,0.09,0.89,0.36,440.0,164.81,66.67
Alagoas,1-FU-1-AL           ,0.78,,,,,,
Alagoas,1-FU-1-AL           ,0.78,0.05,1.48,0.38,440.0,189.74,48.72
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.78,,,,,,
Alagoas,1-FU-1-AL           ,0.88,,,,,,
Alagoas,1-FU-1-AL           ,0.39,,,,,,
Alagoas,1-FU-1-AL           ,0.74,0.04,0.55,0.39,440.0,74.32,52.7
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.67,,,,,,
Alagoas,1-FU-1-AL           ,0.6,0.04,0.59,0.34,439.0,98.33,56.67
Alagoas,1-FU-1-AL           ,0.52,0.05,0.76,0.39,442.0,146.15,75.0
Alagoas,1-FU-1-AL           ,0.66,,,,,,
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.92,0.04,0.41,0.31,439.0,44.57,33.7
Alagoas,1-FU-1-AL           ,0.65,,,,,,
Alagoas,1-FU-1-AL           ,0.5,0.05,0.5,0.41,441.0,100.0,82.0
Alagoas,1-FU-1-AL           ,0.76,0.04,0.95,0.27,438.0,125.0,35.53
Alagoas,1-FU-1-AL           ,0.77,,,,,,
Alagoas,1-FU-1-AL           ,0.55,0.06,0.52,0.56,440.0,94.55,101.82
Alagoas,1-FU-1-AL           ,0.65,0.08,0.83,0.33,440.0,127.69,50.77
Alagoas,1-FU-1-AL           ,0.65,,,,,,
Alagoas,1-FU-1-AL           ,0.6,0.06,0.47,0.43,440.0,78.33,71.67
Alagoas,1-FU-1-AL           ,0.53,,,,,,
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.67,0.05,0.54,0.38,436.0,80.6,56.72
Alagoas,1-FU-1-AL           ,0.5,,,,,,
Alagoas,1-FU-1-AL           ,0.6,,,,,,
Alagoas,1-FU-1-AL           ,0.52,0.08,0.69,0.39,438.0,132.69,75.0
Alagoas,1-FU-1-AL           ,0.76,,,,,,
Alagoas,1-FU-1-AL           ,0.79,,,,,,
Alagoas,1-FU-1-AL           ,0.6,,,,,,
Alagoas,1-FU-1-AL           ,0.57,,,,,,
Alagoas,1-FU-1-AL           ,0.78,,,,,,
Alagoas,1-FU-1-AL           ,0.78,,,,,,
Alagoas,1-FU-1-AL           ,0.6,,,,,,
Alagoas,1-FU-1-AL           ,0.58,,,,,,
Alagoas,1-FU-1-AL           ,0.59,0.04,0.33,0.35,439.0,55.93,59.32
Alagoas,1-FU-1-AL           ,0.78,,,,,,
Alagoas,1-FU-1-AL           ,0.62,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.61,,,,,,
Alagoas,1-FU-1-AL           ,0.5,0.09,0.54,0.42,434.0,108.0,84.0
Alagoas,1-FU-1-AL           ,0.69,,,,,,
Alagoas,1-FU-1-AL           ,0.65,0.06,0.48,0.43,437.0,73.85,66.15
Alagoas,1-FU-1-AL           ,0.63,0.09,0.93,0.53,438.0,147.62,84.13
Alagoas,1-FU-1-AL           ,0.57,,,,,,
Alagoas,1-FU-1-AL           ,0.66,0.18,0.87,0.37,436.0,131.82,56.06
Alagoas,1-FU-1-AL           ,0.67,,,,,,
Alagoas,1-FU-1-AL           ,0.7,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.54,,,,,,
Alagoas,1-FU-1-AL           ,0.57,0.06,0.32,0.39,433.0,56.14,68.42
Alagoas,1-FU-1-AL           ,0.57,,,,,,
Alagoas,1-FU-1-AL           ,0.53,0.07,0.3,0.42,437.0,56.6,79.25
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.74,0.06,0.9,0.28,438.0,121.62,37.84
Alagoas,1-FU-1-AL           ,0.73,,,,,,
Alagoas,1-FU-1-AL           ,0.52,0.07,0.38,0.38,437.0,73.08,73.08
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.52,0.04,0.36,0.39,439.0,69.23,75.0
Alagoas,1-FU-1-AL           ,0.58,,,,,,
Alagoas,1-FU-1-AL           ,0.52,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.61,,,,,,
Alagoas,1-FU-1-AL           ,0.53,0.06,0.47,0.47,437.0,88.68,88.68
Alagoas,1-FU-1-AL           ,0.52,0.06,0.4,0.44,439.0,76.92,84.62
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.61,,,,,,
Alagoas,1-FU-1-AL           ,0.57,,,,,,
Alagoas,1-FU-1-AL           ,0.56,,,,,,
Alagoas,1-FU-1-AL           ,0.61,0.06,0.43,0.41,438.0,70.49,67.21
Alagoas,1-FU-1-AL           ,0.58,,,,,,
Alagoas,1-FU-1-AL           ,0.64,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.68,,,,,,
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.45,,,,,,
Alagoas,1-FU-1-AL           ,0.44,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.62,,,,,,
Alagoas,1-FU-1-AL           ,0.59,,,,,,
Alagoas,1-FU-1-AL           ,0.56,,,,,,
Alagoas,1-FU-1-AL           ,0.51,,,,,,
Alagoas,1-FU-1-AL           ,0.83,,,,,,
Alagoas,1-FU-1-AL           ,0.7,,,,,,
Alagoas,1-FU-1-AL           ,0.35,,,,,,
Alagoas,1-FU-1-AL           ,0.68,,,,,,
Alagoas,1-FU-1-AL           ,0.51,0.04,0.24,0.38,435.0,47.06,74.51
Alagoas,1-FU-1-AL           ,0.6,0.06,0.64,0.47,438.0,106.67,78.33
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.53,0.14,0.72,0.67,435.0,135.85,126.42
Alagoas,1-FU-1-AL           ,0.4,,,,,,
Alagoas,1-FU-1-AL           ,0.58,0.14,0.67,0.53,437.0,115.52,91.38
Alagoas,1-FU-1-AL           ,0.54,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.61,0.07,0.7,0.5,439.0,114.75,81.97
Alagoas,1-FU-1-AL           ,0.53,0.11,0.49,0.4,438.0,92.45,75.47
Alagoas,1-FU-1-AL           ,0.34,,,,,,
Alagoas,1-FU-1-AL           ,0.58,,,,,,
Alagoas,1-FU-1-AL           ,0.37,,,,,,
Alagoas,1-FU-1-AL           ,0.4,,,,,,
Alagoas,1-FU-1-AL           ,0.27,,,,,,
Alagoas,1-FU-1-AL           ,0.63,,,,,,
Alagoas,1-FU-1-AL           ,0.37,,,,,,
Alagoas,1-FU-1-AL           ,0.43,,,,,,
Alagoas,1-FU-1-AL           ,0.39,,,,,,
Alagoas,1-FU-1-AL           ,0.48,,,,,,
Alagoas,1-FU-1-AL           ,0.44,,,,,,
Alagoas,1-FU-1-AL           ,0.55,0.13,0.32,0.54,442.0,58.18,98.18
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.34,,,,,,
Alagoas,1-FU-1-AL           ,0.29,,,,,,
Alagoas,1-FU-1-AL           ,0.63,0.12,0.51,0.43,442.0,80.95,68.25
Alagoas,1-FU-1-AL           ,0.53,0.13,0.42,0.57,445.0,79.25,107.55
Alagoas,1-FU-1-AL           ,0.61,0.24,0.61,0.52,441.0,100.0,85.25
Alagoas,1-FU-1-AL           ,0.56,,,,,,
Alagoas,1-FU-1-AL           ,0.49,,,,,,
Alagoas,1-FU-1-AL           ,0.42,,,,,,
Alagoas,1-FU-1-AL           ,0.39,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.35,,,,,,
Alagoas,1-FU-1-AL           ,0.35,,,,,,
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.38,,,,,,
Alagoas,1-FU-1-AL           ,0.46,,,,,,
Alagoas,1-FU-1-AL           ,0.28,,,,,,
Alagoas,1-FU-1-AL           ,0.31,,,,,,
Alagoas,1-FU-1-AL           ,0.26,,,,,,
Alagoas,1-FU-1-AL           ,0.54,,,,,,
Alagoas,1-FU-1-AL           ,0.36,,,,,,
Alagoas,1-FU-1-AL           ,0.34,,,,,,
Alagoas,1-FU-1-AL           ,1.2,0.81,1.79,0.46,444.0,149.17,38.33
Alagoas,1-VJ-3-AL           ,0.95,0.12,1.26,0.53,434.0,132.63,55.79
Alagoas,1-VJ-3-AL           ,1.89,0.98,11.17,1.06,436.0,591.01,56.08
Alagoas,1-VJ-3-AL           ,4.62,0.21,26.32,0.83,441.0,569.7,17.97
Alagoas,1-VJ-3-AL           ,2.93,0.25,14.68,0.73,444.0,501.02,24.91
Alagoas,1-VJ-3-AL           ,2.5,1.64,14.48,1.0,437.0,579.2,40.0
Alagoas,1-VJ-3-AL           ,2.86,1.56,14.3,0.91,437.0,500.0,31.82
Alagoas,1-VJ-3-AL           ,3.01,1.18,14.85,0.87,436.0,493.36,28.9
Alagoas,1-VJ-3-AL           ,2.62,1.05,10.82,0.75,437.0,412.98,28.63
Alagoas,1-VJ-3-AL           ,3.96,0.21,16.14,0.69,442.0,407.58,17.42
Alagoas,1-VJ-3-AL           ,2.16,0.86,8.16,0.64,442.0,377.78,29.63
Alagoas,1-VJ-3-AL           ,2.79,1.5,10.66,0.83,438.0,382.08,29.75
Alagoas,1-VJ-3-AL           ,2.88,1.28,11.11,0.79,440.0,385.76,27.43
Alagoas,1-VJ-3-AL           ,4.18,1.62,25.33,1.38,442.0,605.98,33.01
Alagoas,1-VJ-3-AL           ,2.63,1.22,11.31,0.71,440.0,430.04,27.0
Alagoas,1-VJ-3-AL           ,2.4,1.49,12.41,0.77,438.0,517.08,32.08
Alagoas,1-VJ-3-AL           ,1.97,1.29,7.76,0.69,440.0,393.91,35.03
Alagoas,1-VJ-3-AL           ,2.44,1.37,11.41,0.82,438.0,467.62,33.61
Alagoas,1-VJ-3-AL           ,1.93,1.54,6.2,0.78,438.0,321.24,40.41
