Poço,Profundidade,COT,S1,S2,S3,Tmax,Ro,IH,IO
1-BRSA-50-ESS,3413.00,0.41,,,,,,,
1-BRSA-50-ESS,3431.00,0.41,,,,,,,
1-BRSA-50-ESS,3449.00,0.41,,,,,,,
1-BRSA-50-ESS,3467.00,0.45,,,,,,,
1-BRSA-50-ESS,3485.00,0.37,,,,,,,
1-BRSA-50-ESS,3503.00,0.34,,,,,,,
1-BRSA-50-ESS,3521.00,0.40,,,,,,,
1-BRSA-50-ESS,3539.00,0.37,,,,,,,
1-BRSA-50-ESS,3557.00,0.43,,,,,,,
1-BRSA-50-ESS,3575.00,0.41,,,,,,,
1-BRSA-50-ESS,3593.00,0.38,,,,,,,
1-BRSA-50-ESS,3611.00,0.30,,,,,,,
1-BRSA-50-ESS,3629.00,0.34,,,,,,,
1-BRSA-50-ESS,3647.00,0.38,,,,,,,
1-BRSA-50-ESS,3665.00,0.40,,,,,,,
1-BRSA-50-ESS,3683.00,0.41,,,,,,,
1-BRSA-50-ESS,3701.00,0.43,,,,,,,
1-BRSA-50-ESS,3719.00,0.27,,,,,,,
1-BRSA-50-ESS,3737.00,0.15,,,,,,,
1-BRSA-50-ESS,3755.00,0.11,,,,,,,
1-BRSA-50-ESS,3773.00,0.10,,,,,,,
1-BRSA-50-ESS,3788.00,0.08,,,,,,,
1-BRSA-67-ESS,3675.00,0.92,0.31,0.36,1.73,313.00,,39.00,187.43
1-BRSA-67-ESS,2384.00,1.25,1.35,2.86,5.07,418.00,,228.80,405.60
1-BRSA-67-ESS,2504.00,1.00,0.77,1.77,3.63,418.00,,177.00,363.00
1-BRSA-67-ESS,2654.00,2.42,1.99,4.67,4.65,426.00,,192.98,192.15
1-BRSA-67-ESS,2804.00,1.25,1.34,2.94,4.11,423.00,,235.20,328.80
1-BRSA-67-ESS,2894.00,2.72,1.14,4.52,3.96,427.00,,166.18,145.59
1-BRSA-67-ESS,2981.00,1.18,0.79,2.42,3.70,428.00,,205.08,313.56
1-BRSA-67-ESS,2984.00,1.11,0.96,2.40,3.63,427.00,,216.22,327.03
1-BRSA-67-ESS,3035.00,1.54,0.91,2.83,3.92,428.00,,183.77,254.55
1-BRSA-67-ESS,3050.00,2.14,1.11,3.98,4.06,428.00,,185.98,189.72
1-BRSA-67-ESS,3056.00,2.24,1.05,3.98,3.97,429.00,,177.68,177.23
1-BRSA-67-ESS,3071.00,2.29,0.98,4.05,3.81,430.00,,176.86,166.38
1-BRSA-67-ESS,3074.00,2.33,1.02,4.25,3.77,430.00,,182.40,161.80
1-BRSA-67-ESS,3137.00,1.81,1.08,3.77,3.91,428.00,,208.29,216.02
1-BRSA-67-ESS,3245.00,0.84,0.65,1.75,3.66,423.00,,208.83,436.75
1-BRSA-67-ESS,3419.00,1.42,0.85,2.90,2.51,425.00,,204.23,176.76
1-BRSA-67-ESS,3422.00,1.28,0.98,2.88,2.58,425.00,,225.00,201.56
1-BRSA-67-ESS,3425.00,1.33,0.96,2.85,2.93,425.00,,214.29,220.30
1-BRSA-67-ESS,3428.00,1.45,1.20,3.23,3.06,425.00,,222.76,211.03
1-BRSA-67-ESS,3452.00,1.17,0.81,2.46,2.73,426.00,,210.26,233.33
1-BRSA-67-ESS,3464.00,1.08,0.64,2.21,2.71,428.00,,204.63,250.93
1-BRSA-67-ESS,3467.00,1.02,0.48,2.11,2.56,429.00,,206.86,250.98
1-BRSA-67-ESS,3470.00,1.10,0.68,2.44,2.54,429.00,,221.82,230.91
1-BRSA-67-ESS,3473.00,0.92,0.47,1.83,2.49,430.00,,200.00,272.13
1-BRSA-67-ESS,3476.00,1.01,0.51,2.04,2.67,430.00,,201.98,264.36
1-BRSA-67-ESS,3482.00,1.00,0.47,2.02,2.41,432.00,,202.00,241.00
1-BRSA-67-ESS,3485.00,1.04,0.57,2.10,2.44,432.00,,201.92,234.62
1-BRSA-67-ESS,3488.00,0.97,0.36,1.91,2.17,431.00,,196.70,223.48
1-BRSA-67-ESS,3491.00,1.31,0.75,2.46,2.89,429.00,,187.79,220.61
1-BRSA-67-ESS,3494.00,1.40,0.56,2.12,2.73,430.00,,151.43,195.00
1-BRSA-67-ESS,3500.00,1.09,0.33,1.67,2.42,431.00,,153.21,222.02
1-BRSA-67-ESS,3503.00,1.65,0.71,2.19,2.77,429.00,,132.73,167.88
1-BRSA-67-ESS,3506.00,1.43,0.41,1.73,2.53,430.00,,120.98,176.92
1-BRSA-67-ESS,3509.00,1.57,0.45,1.68,2.81,429.00,,107.01,178.98
1-BRSA-67-ESS,3512.00,1.78,0.55,1.86,2.68,426.00,,104.49,150.56
1-BRSA-67-ESS,3515.00,1.55,0.37,1.58,2.62,428.00,,101.94,169.03
1-BRSA-67-ESS,3518.00,1.71,0.35,1.57,2.49,426.00,,91.81,145.61
1-BRSA-67-ESS,3521.00,1.69,0.70,1.10,2.57,312.00,,65.09,152.07
1-BRSA-67-ESS,3524.00,1.76,0.69,1.04,2.55,312.00,,59.09,144.89
1-BRSA-67-ESS,3527.00,1.84,0.84,1.08,2.31,313.00,,58.70,125.54
1-BRSA-67-ESS,3530.00,1.77,0.70,0.98,2.56,313.00,,55.37,144.63
1-BRSA-67-ESS,3533.00,1.73,0.72,0.95,2.68,313.00,,54.91,154.91
1-BRSA-67-ESS,3536.00,1.77,0.79,1.00,2.93,313.00,,56.50,165.54
1-BRSA-67-ESS,3539.00,1.86,0.76,1.16,2.92,313.00,,62.37,156.99
1-BRSA-67-ESS,3542.00,1.81,0.71,1.04,3.03,313.00,,57.46,167.40
1-BRSA-67-ESS,3545.00,1.79,0.67,0.91,1.98,313.00,,50.84,110.61
1-BRSA-67-ESS,3548.00,1.76,0.79,1.00,2.89,313.00,,56.82,164.20
1-BRSA-67-ESS,3551.00,1.79,0.71,0.95,2.65,313.00,,53.07,148.04
1-BRSA-67-ESS,3554.00,1.73,0.65,0.85,2.57,313.00,,49.13,148.55
1-BRSA-67-ESS,3557.00,1.77,0.61,0.89,2.30,313.00,,50.28,129.94
1-BRSA-67-ESS,3560.00,1.72,0.72,0.81,2.85,313.00,,47.09,165.70
1-BRSA-67-ESS,3563.00,1.69,0.63,0.78,2.69,313.00,,46.15,159.17
1-BRSA-67-ESS,3566.00,1.70,0.62,0.82,2.55,313.00,,48.24,150.00
1-BRSA-67-ESS,3569.00,1.77,0.63,0.87,2.86,313.00,,49.15,161.58
1-BRSA-67-ESS,3572.00,1.69,0.64,0.75,2.73,313.00,,44.38,161.54
1-BRSA-67-ESS,3575.00,1.68,0.66,0.77,2.71,313.00,,45.83,161.31
1-BRSA-67-ESS,3578.00,1.89,0.88,1.08,2.91,313.00,,57.14,153.97
1-BRSA-67-ESS,3581.00,1.85,0.76,1.06,2.72,313.00,,57.30,147.03
1-BRSA-67-ESS,3827.00,1.37,2.17,1.95,3.35,389.00,,142.34,244.53
1-BRSA-67-ESS,3839.00,1.08,2.31,1.73,3.64,386.00,,160.19,337.04
1-BRSA-67-ESS,3842.00,1.19,2.08,2.28,3.61,391.00,,191.60,303.36
1-BRSA-67-ESS,3845.00,1.10,1.86,1.09,3.38,374.00,,99.09,307.27
1-BRSA-67-ESS,3848.00,1.14,2.31,1.52,3.83,381.00,,133.33,335.96
1-BRSA-67-ESS,3851.00,1.17,2.55,1.51,3.89,377.00,,129.06,332.48
1-BRSA-67-ESS,3854.00,1.10,2.28,1.32,3.82,373.00,,120.00,347.27
1-BRSA-67-ESS,3857.00,1.18,3.33,1.92,3.59,373.00,,162.71,304.24
1-BRSA-67-ESS,3860.00,1.07,2.71,1.34,3.78,369.00,,125.23,353.27
1-BRSA-67-ESS,3863.00,1.17,2.93,1.59,4.07,373.00,,135.90,347.86
1-BRSA-67-ESS,3866.00,1.21,2.99,1.56,3.62,378.00,,128.93,299.17
1-BRSA-67-ESS,3869.00,1.24,2.92,1.42,4.06,374.00,,114.52,327.42
1-BRSA-67-ESS,3872.00,1.19,3.23,1.62,3.91,375.00,,136.13,328.57
1-BRSA-67-ESS,3875.00,1.12,,,,,,,
1-BRSA-67-ESS,3875.00,1.12,1.95,2.42,3.38,286.00,,216.07,301.79
1-BRSA-67-ESS,3878.00,1.18,,,,,,,
1-BRSA-67-ESS,3881.00,1.15,,,,,,,
1-BRSA-67-ESS,3884.00,1.15,,,,,,,
1-BRSA-67-ESS,3887.00,1.08,,,,,,,
1-BRSA-67-ESS,3890.00,1.05,,,,,,,
1-BRSA-67-ESS,3893.00,1.09,,,,,,,
1-BRSA-67-ESS,3896.00,1.10,,,,,,,
1-BRSA-67-ESS,3899.00,1.12,,,,,,,
1-BRSA-67-ESS,3902.00,1.13,,,,,,,
1-BRSA-67-ESS,3905.00,1.13,,,,,,,
1-BRSA-67-ESS,3908.00,1.09,,,,,,,
1-BRSA-67-ESS,3911.00,1.12,,,,,,,
1-BRSA-67-ESS,3914.00,1.04,,,,,,,
1-BRSA-67-ESS,3917.00,1.02,,,,,,,
1-BRSA-67-ESS,3920.00,1.09,,,,,,,
1-BRSA-67-ESS,3923.00,1.19,3.01,1.95,3.57,373.00,,163.87,300.00
1-BRSA-67-ESS,3926.00,1.08,,,,,,,
1-BRSA-67-ESS,3929.00,1.04,,,,,,,
1-BRSA-67-ESS,3932.00,1.04,,,,,,,
1-BRSA-67-ESS,3935.00,1.04,,,,,,,
1-BRSA-67-ESS,3938.00,1.05,,,,,,,
1-BRSA-67-ESS,3941.00,1.22,,,,,,,
1-BRSA-67-ESS,3944.00,1.15,,,,,,,
1-BRSA-67-ESS,3947.00,1.19,,,,,,,
1-BRSA-67-ESS,3950.00,1.14,,,,,,,
1-BRSA-67-ESS,3953.00,1.13,,,,,,,
1-BRSA-67-ESS,3953.00,1.13,2.11,2.84,3.40,290.00,,251.33,300.88
1-BRSA-67-ESS,3956.00,1.05,1.90,2.55,3.39,287.00,,242.86,322.86
1-BRSA-67-ESS,3956.00,1.05,,,,,,,
1-BRSA-67-ESS,3959.00,0.99,1.81,2.57,3.22,289.00,,259.07,324.60
1-BRSA-67-ESS,3959.00,0.99,,,,,,,
1-BRSA-67-ESS,3962.00,1.00,,,,,,,
1-BRSA-67-ESS,3962.00,1.00,1.81,2.50,2.88,291.00,,250.00,288.00
1-BRSA-67-ESS,3965.00,1.24,2.09,2.82,3.85,293.00,,227.42,310.48
1-BRSA-67-ESS,3965.00,1.24,,,,,,,
1-BRSA-67-ESS,3968.00,1.14,1.86,2.62,3.42,291.00,,229.82,300.00
1-BRSA-67-ESS,3968.00,1.14,,,,,,,
1-BRSA-67-ESS,3971.00,1.00,,,,,,,
1-BRSA-67-ESS,3971.00,1.00,1.83,2.55,3.08,292.00,,255.77,308.93
1-BRSA-67-ESS,3974.00,0.99,1.62,2.28,3.23,291.00,,230.07,325.93
1-BRSA-67-ESS,3974.00,0.99,,,,,,,
1-BRSA-67-ESS,3977.00,0.98,,,,,,,
1-BRSA-67-ESS,3977.00,0.98,1.63,2.49,3.29,372.00,,253.56,335.03
1-BRSA-67-ESS,3980.00,1.27,1.74,3.05,3.58,387.00,,240.16,281.89
1-BRSA-67-ESS,3980.00,1.27,,,,,,,
1-BRSA-67-ESS,3983.00,1.26,,,,,,,
1-BRSA-67-ESS,3983.00,1.26,2.01,3.54,3.70,391.00,,280.95,293.65
1-BRSA-67-ESS,3986.00,1.21,1.90,2.91,3.72,380.00,,240.50,307.44
1-BRSA-67-ESS,3986.00,1.21,,,,,,,
1-BRSA-67-ESS,3989.00,1.13,,,,,,,
1-BRSA-67-ESS,3989.00,1.13,2.23,3.13,3.45,382.00,,276.99,305.31
1-BRSA-67-ESS,3992.00,1.12,2.20,3.15,3.30,378.00,,281.25,294.64
1-BRSA-67-ESS,3992.00,1.12,,,,,,,
1-BRSA-67-ESS,3995.00,1.16,2.12,2.96,3.35,292.00,,255.17,288.79
1-BRSA-67-ESS,3995.00,1.16,,,,,,,
1-BRSA-67-ESS,3998.00,1.12,2.16,3.09,3.24,381.00,,275.89,289.29
1-BRSA-67-ESS,3998.00,1.12,,,,,,,
1-BRSA-67-ESS,4001.00,1.11,,,,,,,
1-BRSA-67-ESS,4001.00,1.11,1.96,2.88,3.07,380.00,,259.46,276.58
1-BRSA-67-ESS,4004.00,1.02,,,,,,,
1-BRSA-67-ESS,4004.00,1.02,1.92,2.73,3.02,293.00,,267.65,296.08
1-BRSA-67-ESS,4007.00,1.04,1.95,2.63,2.94,291.00,,252.88,282.69
1-BRSA-67-ESS,4007.00,1.04,,,,,,,
1-BRSA-67-ESS,4010.00,1.05,,,,,,,
1-BRSA-67-ESS,4010.00,1.05,1.91,2.71,3.08,291.00,,258.10,293.33
1-BRSA-67-ESS,4013.00,1.10,,,,,,,
1-BRSA-67-ESS,4016.00,1.07,,,,,,,
1-BRSA-67-ESS,4019.00,1.05,,,,,,,
1-BRSA-67-ESS,4019.00,1.05,2.13,2.98,3.14,289.00,,283.81,299.05
1-BRSA-67-ESS,4022.00,1.02,2.09,3.03,2.89,292.00,,297.06,283.33
1-BRSA-67-ESS,4022.00,1.02,,,,,,,
1-BRSA-67-ESS,4025.00,1.12,2.82,2.17,3.08,388.00,,193.75,275.00
1-BRSA-67-ESS,4028.00,1.03,,,,,,,
1-BRSA-67-ESS,4028.00,1.03,2.03,2.99,2.95,290.00,,290.29,286.41
1-BRSA-67-ESS,4031.00,0.97,,,,,,,
1-BRSA-67-ESS,4031.00,0.97,2.10,2.81,2.96,291.00,,289.69,305.15
1-BRSA-67-ESS,4034.00,0.94,1.95,2.72,2.65,290.00,,289.36,281.91
1-BRSA-67-ESS,4034.00,0.94,,,,,,,
1-BRSA-67-ESS,4037.00,0.93,,,,,,,
1-BRSA-67-ESS,4037.00,0.93,1.97,2.73,2.97,292.00,,293.55,319.35
1-BRSA-67-ESS,4040.00,0.99,,,,,,,
1-BRSA-67-ESS,4040.00,0.99,2.03,2.85,2.72,291.00,,287.01,273.92
1-BRSA-67-ESS,4043.00,0.99,,,,,,,
1-BRSA-67-ESS,4043.00,0.99,2.08,2.83,2.79,292.00,,285.86,281.82
1-BRSA-67-ESS,4046.00,0.91,1.82,2.56,2.61,290.00,,281.01,286.50
1-BRSA-67-ESS,4046.00,0.91,,,,,,,
1-BRSA-67-ESS,4049.00,0.94,1.77,2.48,2.62,291.00,,263.83,278.72
1-BRSA-67-ESS,4049.00,0.94,,,,,,,
1-BRSA-67-ESS,4052.00,1.00,1.94,2.80,2.84,291.00,,280.00,284.00
1-BRSA-67-ESS,4052.00,1.00,,,,,,,
1-BRSA-67-ESS,4055.00,1.05,,,,,,,
1-BRSA-67-ESS,4055.00,1.05,2.27,3.11,2.96,290.00,,296.19,281.90
1-BRSA-67-ESS,4058.00,0.95,,,,,,,
1-BRSA-67-ESS,4058.00,0.95,2.08,2.88,2.71,292.00,,302.84,284.96
1-BRSA-67-ESS,4061.00,0.99,,,,,,,
1-BRSA-67-ESS,4061.00,0.99,2.05,2.68,2.75,291.00,,270.71,277.78
1-BRSA-67-ESS,4064.00,0.96,,,,,,,
1-BRSA-67-ESS,4064.00,0.96,2.04,2.79,2.70,291.00,,289.42,280.08
1-BRSA-67-ESS,4067.00,1.00,2.02,2.72,2.88,291.00,,272.00,288.00
1-BRSA-67-ESS,4067.00,1.00,,,,,,,
1-BRSA-67-ESS,4070.00,0.98,,,,,,,
1-BRSA-67-ESS,4070.00,0.98,2.16,2.96,2.92,292.00,,301.12,297.05
1-BRSA-67-ESS,4073.00,0.97,2.06,2.74,2.87,290.00,,282.47,295.88
1-BRSA-67-ESS,4073.00,0.97,,,,,,,
1-BRSA-67-ESS,4076.00,1.00,2.00,2.31,3.64,290.00,,231.00,364.00
1-BRSA-67-ESS,4076.00,1.00,,,,,,,
1-BRSA-67-ESS,4079.00,0.93,,,,,,,
1-BRSA-67-ESS,4079.00,0.93,2.03,2.60,3.06,290.00,,281.08,330.81
1-BRSA-67-ESS,4082.00,0.93,,,,,,,
1-BRSA-67-ESS,4082.00,0.93,2.02,2.67,2.95,291.00,,287.10,317.20
1-BRSA-67-ESS,4085.00,0.87,1.85,2.49,2.90,290.00,,286.21,333.33
1-BRSA-67-ESS,4085.00,0.87,,,,,,,
1-BRSA-67-ESS,4088.00,1.02,,,,,,,
1-BRSA-67-ESS,4088.00,1.02,2.12,3.06,2.97,292.00,,300.00,291.18
1-BRSA-67-ESS,4091.00,0.99,2.25,2.93,3.19,290.00,,295.36,321.57
1-BRSA-67-ESS,4091.00,0.99,,,,,,,
1-BRSA-67-ESS,4094.00,1.04,,,,,,,
1-BRSA-67-ESS,4094.00,1.04,2.31,2.87,3.18,291.00,,275.96,305.77
1-BRSA-67-ESS,4097.00,1.05,2.55,3.21,3.23,290.00,,305.71,307.62
1-BRSA-67-ESS,4097.00,1.05,,,,,,,
1-BRSA-67-ESS,4100.00,1.05,2.32,2.88,3.27,290.00,,274.29,311.43
1-BRSA-67-ESS,4100.00,1.05,,,,,,,
1-BRSA-67-ESS,4103.00,1.07,2.27,3.05,3.20,292.00,,285.05,299.07
1-BRSA-67-ESS,4103.00,1.07,,,,,,,
1-BRSA-67-ESS,4106.00,1.04,,,,,,,
1-BRSA-67-ESS,4106.00,1.04,2.32,3.04,3.34,289.00,,292.31,321.15
1-BRSA-67-ESS,4109.00,0.88,,,,,,,
1-BRSA-67-ESS,4109.00,0.88,1.60,2.28,2.82,292.00,,259.09,320.45
1-BRSA-67-ESS,4112.00,1.03,2.18,2.92,3.41,290.00,,283.50,331.07
1-BRSA-67-ESS,4112.00,1.03,,,,,,,
1-BRSA-67-ESS,4115.00,1.06,,,,,,,
1-BRSA-67-ESS,4115.00,1.06,2.57,3.41,3.23,384.00,,321.70,304.72
1-BRSA-67-ESS,4118.00,1.07,,,,,,,
1-BRSA-67-ESS,4118.00,1.07,2.58,3.00,3.04,377.00,,280.37,284.11
1-BRSA-67-ESS,4121.00,1.08,2.48,3.26,3.01,291.00,,301.85,278.70
1-BRSA-67-ESS,4121.00,1.08,,,,,,,
1-BRSA-67-ESS,4124.00,1.12,2.71,2.12,3.15,384.00,,189.29,281.25
1-BRSA-67-ESS,4127.00,0.99,,,,,,,
1-BRSA-67-ESS,4127.00,0.99,1.83,2.68,2.87,290.00,,270.16,289.31
1-BRSA-67-ESS,4130.00,1.00,1.92,2.71,2.73,292.00,,271.00,273.00
1-BRSA-67-ESS,4130.00,1.00,,,,,,,
1-BRSA-67-ESS,4133.00,0.99,1.74,2.77,2.83,292.00,,279.80,285.86
1-BRSA-67-ESS,4133.00,0.99,,,,,,,
1-BRSA-67-ESS,4136.00,1.07,1.91,2.80,2.74,292.00,,261.68,256.07
1-BRSA-67-ESS,4136.00,1.07,,,,,,,
1-BRSA-67-ESS,4139.00,1.04,,,,,,,
1-BRSA-67-ESS,4139.00,1.04,1.91,2.64,2.83,291.00,,253.85,272.12
1-BRSA-67-ESS,4142.00,1.04,,,,,,,
1-BRSA-67-ESS,4142.00,1.04,1.92,2.79,2.88,290.00,,268.27,276.92
1-BRSA-67-ESS,4145.00,1.11,,,,,,,
1-BRSA-67-ESS,4145.00,1.11,2.00,2.84,2.76,291.00,,255.86,248.65
1-BRSA-67-ESS,4148.00,1.07,,,,,,,
1-BRSA-67-ESS,4148.00,1.07,2.00,2.66,2.80,292.00,,248.60,261.68
1-BRSA-67-ESS,4151.00,1.11,2.12,2.75,2.94,291.00,,247.75,264.86
1-BRSA-67-ESS,4151.00,1.11,,,,,,,
1-BRSA-67-ESS,4154.00,1.07,1.85,2.63,2.80,290.00,,245.79,261.68
1-BRSA-67-ESS,4154.00,1.07,,,,,,,
1-BRSA-67-ESS,4157.00,1.09,1.73,2.61,2.73,291.00,,239.45,250.46
1-BRSA-67-ESS,4157.00,1.09,,,,,,,
1-BRSA-67-ESS,4160.00,1.16,,,,,,,
1-BRSA-67-ESS,4160.00,1.16,2.04,2.75,3.12,381.00,,237.07,268.97
1-BRSA-67-ESS,4163.00,1.22,,,,,,,
1-BRSA-67-ESS,4163.00,1.22,2.66,3.28,3.28,289.00,,268.85,268.85
1-BRSA-67-ESS,4166.00,1.20,,,,,,,
1-BRSA-67-ESS,4166.00,1.20,2.49,3.18,3.03,291.00,,265.00,252.50
1-BRSA-67-ESS,4169.00,1.21,,,,,,,
1-BRSA-67-ESS,4169.00,1.21,2.27,2.82,3.22,291.00,,233.06,266.12
1-BRSA-67-ESS,4172.00,1.17,,,,,,,
1-BRSA-67-ESS,4172.00,1.17,2.40,3.01,2.95,290.00,,257.26,252.14
1-BRSA-67-ESS,4175.00,1.13,,,,,,,
1-BRSA-67-ESS,4175.00,1.13,2.35,2.98,2.92,290.00,,263.72,258.41
1-BRSA-67-ESS,4178.00,1.00,1.77,2.30,2.79,292.00,,230.00,279.00
1-BRSA-67-ESS,4178.00,1.00,,,,,,,
1-BRSA-67-ESS,4181.00,1.08,,,,,,,
1-BRSA-67-ESS,4181.00,1.08,2.25,2.80,2.82,292.00,,259.26,261.11
1-BRSA-67-ESS,4184.00,1.12,2.38,2.93,2.79,291.00,,261.61,249.11
1-BRSA-67-ESS,4184.00,1.12,,,,,,,
1-BRSA-67-ESS,4187.00,1.08,2.27,2.85,2.74,290.00,,263.89,253.70
1-BRSA-67-ESS,4187.00,1.08,,,,,,,
1-BRSA-67-ESS,4190.00,1.01,2.14,2.61,2.73,292.00,,258.42,270.30
1-BRSA-67-ESS,4190.00,1.01,,,,,,,
1-BRSA-67-ESS,4193.00,1.13,,,,,,,
1-BRSA-67-ESS,4193.00,1.13,2.44,2.76,2.93,292.00,,244.25,259.29
1-BRSA-67-ESS,4196.00,0.99,2.03,2.65,2.77,290.00,,266.60,278.67
1-BRSA-67-ESS,4196.00,0.99,,,,,,,
1-BRSA-67-ESS,4199.00,0.99,,,,,,,
1-BRSA-67-ESS,4199.00,0.99,1.98,2.24,3.08,290.00,,226.26,311.11
1-BRSA-67-ESS,4202.00,0.98,,,,,,,
1-BRSA-67-ESS,4202.00,0.98,1.91,2.44,3.23,291.00,,248.98,329.59
1-BRSA-67-ESS,4205.00,1.00,2.02,2.47,3.30,291.00,,247.00,330.00
1-BRSA-67-ESS,4205.00,1.00,,,,,,,
1-BRSA-67-ESS,4208.00,0.99,2.10,2.77,3.20,293.00,,279.80,323.23
1-BRSA-67-ESS,4208.00,0.99,,,,,,,
1-BRSA-67-ESS,4211.00,0.99,,,,,,,
1-BRSA-67-ESS,4211.00,0.99,2.08,2.66,3.26,292.00,,268.69,329.29
1-BRSA-67-ESS,4214.00,1.00,,,,,,,
1-BRSA-67-ESS,4214.00,1.00,2.15,2.59,3.41,293.00,,259.00,341.00
1-BRSA-67-ESS,4217.00,0.91,1.66,2.09,3.52,294.00,,228.67,385.12
1-BRSA-67-ESS,4217.00,0.91,,,,,,,
1-BRSA-67-ESS,4220.00,0.90,1.57,2.25,3.13,293.00,,250.00,347.78
1-BRSA-67-ESS,4220.00,0.90,,,,,,,
1-BRSA-67-ESS,4223.00,0.89,1.64,2.20,3.45,294.00,,247.19,387.64
1-BRSA-67-ESS,4223.00,0.89,,,,,,,
1-BRSA-67-ESS,4226.00,0.99,2.46,1.82,3.98,364.00,,183.10,400.40
1-BRSA-67-ESS,4229.00,0.90,1.77,2.41,3.52,292.00,,267.78,391.11
1-BRSA-67-ESS,4229.00,0.90,,,,,,,
1-BRSA-67-ESS,4232.00,0.88,1.74,2.35,3.42,294.00,,266.44,387.76
1-BRSA-67-ESS,4232.00,0.88,,,,,,,
1-BRSA-67-ESS,4235.00,0.92,,,,,,,
1-BRSA-67-ESS,4235.00,0.92,1.83,2.43,3.55,360.00,,264.13,385.87
1-BRSA-67-ESS,4238.00,0.89,1.72,2.40,3.49,294.00,,269.36,391.69
1-BRSA-67-ESS,4238.00,0.89,,,,,,,
1-BRSA-67-ESS,4241.00,0.89,,,,,,,
1-BRSA-67-ESS,4241.00,0.89,1.66,2.22,3.44,359.00,,249.44,386.52
1-BRSA-67-ESS,4244.00,0.91,,,,,,,
1-BRSA-67-ESS,4244.00,0.91,1.79,2.43,3.56,292.00,,266.74,390.78
1-BRSA-67-ESS,4247.00,1.04,,,,,,,
1-BRSA-67-ESS,4247.00,1.04,2.10,2.73,3.70,293.00,,262.50,355.77
1-BRSA-67-ESS,4250.00,1.07,2.36,3.03,3.70,292.00,,283.18,345.79
1-BRSA-67-ESS,4250.00,1.07,,,,,,,
1-BRSA-67-ESS,4253.00,1.10,,,,,,,
1-BRSA-67-ESS,4253.00,1.10,2.41,3.09,3.90,291.00,,280.91,354.55
1-BRSA-67-ESS,4256.00,1.27,,,,,,,
1-BRSA-67-ESS,4256.00,1.27,2.70,3.60,3.99,292.00,,283.46,314.17
1-BRSA-67-ESS,4259.00,1.29,2.52,3.60,4.32,292.00,,279.07,334.88
1-BRSA-67-ESS,4259.00,1.29,,,,,,,
1-BRSA-67-ESS,4262.00,1.08,2.11,2.81,3.89,367.00,,260.19,360.19
1-BRSA-67-ESS,4262.00,1.08,,,,,,,
1-BRSA-67-ESS,4265.00,1.01,2.16,3.06,3.75,377.00,,302.97,371.29
1-BRSA-67-ESS,4265.00,1.01,,,,,,,
1-BRSA-67-ESS,4268.00,0.97,,,,,,,
1-BRSA-67-ESS,4268.00,0.97,1.87,2.69,3.61,371.00,,277.03,371.78
1-BRSA-67-ESS,4271.00,0.93,,,,,,,
1-BRSA-67-ESS,4271.00,0.93,2.01,2.70,3.64,363.00,,290.32,391.40
1-BRSA-67-ESS,4274.00,0.94,1.96,2.83,3.82,377.00,,300.11,405.09
1-BRSA-67-ESS,4274.00,0.94,,,,,,,
1-BRSA-67-ESS,4277.00,0.98,2.15,2.74,4.08,370.00,,279.31,415.90
1-BRSA-67-ESS,4280.00,0.94,2.09,2.67,3.84,369.00,,283.74,408.08
1-BRSA-67-ESS,4280.00,0.94,,,,,,,
1-BRSA-67-ESS,4283.00,0.91,1.78,2.60,3.79,363.00,,287.29,418.78
1-BRSA-67-ESS,4283.00,0.91,,,,,,,
1-BRSA-67-ESS,4286.00,0.93,1.90,2.63,3.74,364.00,,281.58,400.43
1-BRSA-67-ESS,4286.00,0.93,,,,,,,
1-BRSA-67-ESS,4289.00,0.93,,,,,,,
1-BRSA-67-ESS,4289.00,0.93,1.81,2.53,3.95,361.00,,272.04,424.73
1-BRSA-67-ESS,4292.00,1.04,,,,,,,
1-BRSA-67-ESS,4292.00,1.04,2.09,2.97,3.89,376.00,,285.58,374.04
1-BRSA-67-ESS,4295.00,0.96,1.98,2.93,3.63,375.00,,305.21,378.13
1-BRSA-67-ESS,4295.00,0.96,,,,,,,
1-BRSA-67-ESS,4298.00,0.98,1.99,3.02,3.69,375.00,,307.22,375.38
1-BRSA-67-ESS,4298.00,0.98,,,,,,,
1-BRSA-67-ESS,4301.00,0.89,1.84,2.69,3.62,360.00,,302.25,406.74
1-BRSA-67-ESS,4301.00,0.89,,,,,,,
1-BRSA-67-ESS,4304.00,0.94,1.96,2.65,3.60,368.00,,281.02,381.76
1-BRSA-67-ESS,4304.00,0.94,,,,,,,
1-BRSA-67-ESS,4307.00,0.92,,,,,,,
1-BRSA-67-ESS,4307.00,0.92,1.91,2.16,4.28,293.00,,234.78,465.22
1-BRSA-67-ESS,4310.00,0.92,1.88,2.72,3.46,369.00,,295.65,376.09
1-BRSA-67-ESS,4310.00,0.92,,,,,,,
1-BRSA-67-ESS,4313.00,0.96,,,,,,,
1-BRSA-67-ESS,4313.00,0.96,2.03,2.76,3.61,371.00,,286.90,375.26
1-BRSA-67-ESS,4316.00,0.90,,,,,,,
1-BRSA-67-ESS,4316.00,0.90,1.85,2.76,3.36,368.00,,306.67,373.33
1-BRSA-67-ESS,4319.00,0.92,1.78,2.65,3.37,373.00,,288.04,366.30
1-BRSA-67-ESS,4319.00,0.92,,,,,,,
1-BRSA-67-ESS,4322.00,0.87,,,,,,,
